Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	protein localization to chromosome (GO:0034502)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	MRNIP;BOD1;PLK1;RPA2;TERF2IP;FAM47E;ESR1;LEMD2;TERF2;ATR
GO_Biological_Process_2021	tRNA methylation (GO:0030488)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	METTL2B;TRMT112;TRMT10A;THUMPD3;WDR6;BCDIN3D;METTL6;NSUN6;HSD17B10;TRDMT1
GO_Biological_Process_2021	histone H3-K4 methylation (GO:0051568)	9/30	1.860559e-01	5.991830e-01	0	0	1.547548e+00	2.602523e+00	KMT2D;KMT2A;RBBP5;CTR9;KMT2B;SETD1A;TET3;ZNF335;OGT
GO_Biological_Process_2021	microtubule polymerization (GO:0046785)	9/30	1.860559e-01	5.991830e-01	0	0	1.547548e+00	2.602523e+00	CCDC57;CENPJ;RANBP9;SLAIN2;TUBGCP3;TPPP;TUBG1;CKAP5;HDGFL3
GO_Biological_Process_2021	non-motile cilium assembly (GO:1905515)	9/30	1.860559e-01	5.991830e-01	0	0	1.547548e+00	2.602523e+00	RPGRIP1;PCM1;TTC8;BBS10;C2CD3;ARL13A;TMEM216;IFT122;CEP290
GO_Biological_Process_2021	positive regulation of endopeptidase activity (GO:0010950)	9/30	1.860559e-01	5.991830e-01	0	0	1.547548e+00	2.602523e+00	APH1A;LYN;EFNA1;EPHA4;EFNA3;STAT3;MBP;TTBK1;GRIN1
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	9/30	1.860559e-01	5.991830e-01	0	0	1.547548e+00	2.602523e+00	FLT1;FLT3;IRS1;KIT;PTK2B;CCR7;TNFAIP8L3;DGKZ;PTK2
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	82/345	1.902189e-01	6.122400e-01	0	0	1.127427e+00	1.871056e+00	APP;RAB3A;DSCC1;CCNF;KEAP1;MIA3;LAMC1;FBXO21;PRSS23;FBXO22;DCAF6;NUB1;PSMD6;LGALS1;EVA1A;FBXO4;QSOX1;BTRC;FBXW8;IGFBP4;APLP2;FBXO15;ESCO2;COMMD1;PDIA6;LRRC41;FBXW2;DDB2;SUMF1;PSMA5;PSMA6;PTP4A2;PSMA3;PSMA1;GAS6;MFGE8;OBSL1;SDC2;CUL3;TULP4;COPS7B;NEDD8;HIF1A;LTBP1;HSP90B1;SOCS2;PSMB7;COP1;CAND1;RBBP5;APOE;NAE1;VHL;DCAF11;ATG5;MBTPS1;KLHL25;FEM1A;GOLM1;FEM1B;LAMB2;RHBDD1;ZBTB16;FBXL16;FBXO32;FBXL14;KTN1;FBXO31;KLHL20;BMP4;COPS4;TF;SPSB1;PROC;NEURL2;PSMC4;MGAT4A;PSMC2;ASB4;FBXL5;COPS8;CUL4B
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	17/63	1.911449e-01	6.148694e-01	0	0	1.334812e+00	2.208745e+00	CTDP1;STAU1;SUPT4H1;RSF1;RAD23A;GTF2F1;TARBP2;CDK9;POLR2B;AXL;VAPB;PKN2;TMEM39A;NELFA;PABPC1;POLR2H;KPNA2
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	51/209	1.915412e-01	6.157928e-01	0	0	1.166661e+00	1.928086e+00	CCNF;EPS8;PCM1;CCND3;MYC;CNTRL;BTRC;CEP290;POLE;YWHAG;CDK5RAP2;ACVR1;HSP90AA1;PPP1R12A;ANAPC7;DYNLL1;TUBG1;CKAP5;TUBA4A;HAUS2;DNM2;CCNA2;LATS1;CDC34;LATS2;CCNE2;PLCB1;PPP1R12B;CCNP;SFI1;SDCCAG8;CTDP1;CUL3;PKMYT1;ARPP19;GSPT1;EIF4E;PLK4;DYNC1H1;CCDC57;PLK1;TPD52L1;NEDD1;CDK4;CCNG2;CENPJ;CDK3;MNAT1;TAF2;CDKN3;CUL4B
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	111/474	1.936630e-01	6.222595e-01	0	0	1.106076e+00	1.815774e+00	CD86;KDM1A;IRS1;SCX;RBPJ;IGF1R;CAPNS1;FGF9;AKT2;MYC;PIM1;AKT1;SOX9;CAPN1;IL6R;PRKCI;TIPIN;PRKCH;CSNK2A1;FLT3LG;PRLR;PGF;WDR77;FOXP1;EREG;CLDN5;PHIP;ZFPM2;TSPYL5;KMT2D;CUL3;MAZ;COX17;PDGFA;CIAO1;GRK5;ZNF703;SSR1;RPRD1B;TRPM4;LYN;TFAP2B;TGFB2;PTK2;BMP6;BMP5;BMP4;CDK4;CCPG1;ID2;ACER3;FGFR2;LGMN;RNF187;FLT1;BNC1;FLT3;PTEN;LAMC2;TCIRG1;LAMC1;MECP2;SHH;GPER1;CTSH;EDN1;CNOT6L;EDN2;EDN3;SPHK1;DHPS;NME2;TBC1D8;EMP2;SIRT6;AVPR1A;OSMR;SIRT1;PAX2;NME1;SAPCD2;RARA;CD47;GAS6;SHANK2;HDAC4;YAP1;LRP5;THBS1;GNAI2;TBRG4;SERTAD1;ERBB3;EPCAM;ERBB4;HSF1;GCNT2;PTK2B;TBX1;NTRK2;NPM1;STAT1;NTRK3;IL34;NAP1L1;TBX6;TJP1;MEIS1;CLCF1;AQP11;FAM98B
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	16/59	1.944558e-01	6.244512e-01	0	0	1.343889e+00	2.200686e+00	PECR;ACADVL;MECR;ECI1;ADIPOR2;HSD17B10;MCAT;ADH5;ALDH3A2;SLC25A17;CYP24A1;AUH;ILVBL;ACADM;ACAD10;PPARD
GO_Biological_Process_2021	glycerophospholipid metabolic process (GO:0006650)	21/80	1.947254e-01	6.246054e-01	0	0	1.285691e+00	2.103602e+00	PLA2G4D;PLA2G4E;AGK;CPNE7;PIGQ;ABCA3;PLA2G6;ABHD12;PLA2G15;PLCB3;ACP6;PIP5K1A;CPNE3;FAR1;PLCG1;PIGG;PLCB1;IP6K3;SERINC5;DGKH;PLA1A
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	21/80	1.947254e-01	6.246054e-01	0	0	1.285691e+00	2.103602e+00	ACVR1;GPX1;RNF34;SRC;EYA2;GSTP1;SIAH2;HTT;TNFRSF10B;PARK7;CFLAR;THBS1;SH3RF1;BMP5;BMP4;LGALS3;CASP8;AKT1;PHIP;FADD;BCL2L1
GO_Biological_Process_2021	response to endoplasmic reticulum stress (GO:0034976)	28/110	1.980895e-01	6.278831e-01	0	0	1.233608e+00	1.997256e+00	PPP1R15A;PPP1R15B;UBA5;CCDC47;SEL1L;RASGRF1;ITPR1;PIK3R1;THBS1;HSP90B1;BBC3;HERPUD1;BAG6;CREB3L2;UBQLN1;DNAJB9;CHAC1;EIF2B5;MBTPS1;RHBDD1;SEC16A;DNAJB12;DAB2IP;TNFRSF10B;PDIA4;ERN1;GORASP2;BAX
GO_Biological_Process_2021	carnitine shuttle (GO:0006853)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	CPT1A;PRKAB2;MID1IP1;PRKAG2
GO_Biological_Process_2021	cell proliferation in forebrain (GO:0021846)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PCM1;AKNA;CEP120;NUMB
GO_Biological_Process_2021	cellular response to cholesterol (GO:0071397)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	GRAMD1A;OSBPL7;PTCH1;LRP6
GO_Biological_Process_2021	cellular response to increased oxygen levels (GO:0036295)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	ATP6V1A;ATP6V1G1;CAV1;ATP6V0A2
GO_Biological_Process_2021	copper ion transport (GO:0006825)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	STEAP3;ATP7B;SLC31A2;COX17
GO_Biological_Process_2021	DNA damage response, signal transduction resulting in transcription (GO:0042772)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	MUC1;KAT5;RPS27L;HIPK2
GO_Biological_Process_2021	ER-associated misfolded protein catabolic process (GO:0071712)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	BAG6;POMT2;TOR1A;UGGT2
GO_Biological_Process_2021	formation of extrachromosomal circular DNA (GO:0001325)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	BLM;SLX4;ERCC1;NBN
GO_Biological_Process_2021	glycerolipid metabolic process (GO:0046486)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PLA2G15;DGKA;PIP5K1A;DGKZ
GO_Biological_Process_2021	isotype switching (GO:0045190)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	RNF168;EXOSC3;BATF;HSPD1
GO_Biological_Process_2021	lipoprotein biosynthetic process (GO:0042158)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	UGCG;WIPI1;APOE;WIPI2
GO_Biological_Process_2021	midbrain dopaminergic neuron differentiation (GO:1904948)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	NR4A2;LMX1A;CTNNB1;LRP6
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	KAT2B;NPM1;CCNF;CDK5RAP2
GO_Biological_Process_2021	negative regulation of potassium ion transmembrane transport (GO:1901380)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	CAB39;CAV3;BIN1;CAV1
GO_Biological_Process_2021	negative regulation of receptor signaling pathway via STAT (GO:1904893)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SOCS1;CAV1;BCL3;VHL
GO_Biological_Process_2021	Notch signaling involved in heart development (GO:0061314)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	NOTCH2;JAG1;HEY1;RBPJ
GO_Biological_Process_2021	nucleus localization (GO:0051647)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	DYNC1H1;CLMN;SYNE3;SYNE2
GO_Biological_Process_2021	positive regulation by host of viral process (GO:0044794)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PC;NUCKS1;APOE;PPIB
GO_Biological_Process_2021	positive regulation of dendrite development (GO:1900006)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	DAB2IP;BMP7;LRP8;BMP5
GO_Biological_Process_2021	positive regulation of DNA methylation-dependent heterochromatin assembly (GO:0090309)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	DNMT1;SETDB1;SETDB2;TASOR
GO_Biological_Process_2021	positive regulation of histone exchange (GO:1900051)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	H3-4;POT1;TERF2IP;TERF2
GO_Biological_Process_2021	positive regulation of integrin activation (GO:0033625)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SRC;CXCL13;FERMT2;SKAP1
GO_Biological_Process_2021	positive regulation of interleukin-13 production (GO:0032736)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SPHK2;RARA;GATA3;PRKCZ
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	CRNN;NOTCH2;CDH3;STXBP4
GO_Biological_Process_2021	positive regulation of posttranscriptional gene silencing (GO:0060148)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	FXR1;ZFP36;STAT3;XPO5
GO_Biological_Process_2021	positive regulation of triglyceride biosynthetic process (GO:0010867)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SCARB1;SREBF1;CNEP1R1;MFSD2A
GO_Biological_Process_2021	protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PARD3;PICK1;AZU1;DGKH
GO_Biological_Process_2021	protein localization to phagophore assembly site (GO:0034497)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PACS2;WIPI1;WIPI2;ATG13
GO_Biological_Process_2021	regulation of coagulation (GO:0050818)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PROC;CAV1;F2RL1;HS3ST5
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	CAAP1;PARK7;MMP9;ST18
GO_Biological_Process_2021	regulation of endocytic recycling (GO:2001135)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	EHD1;EIPR1;PLA2G4E;ARHGAP1
GO_Biological_Process_2021	regulation of gene expression by genetic imprinting (GO:0006349)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	MECP2;PRMT7;DNMT3A;PCGF3
GO_Biological_Process_2021	regulation of histone exchange (GO:1900049)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	H3-4;POT1;TERF2IP;TERF2
GO_Biological_Process_2021	regulation of mitochondrial fusion (GO:0010635)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	TFRC;ADCK1;HUWE1;ZDHHC6
GO_Biological_Process_2021	regulation of mRNA 3'-end processing (GO:0031440)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	NCBP2;DHX36;LEO1;ZFP36L1
GO_Biological_Process_2021	regulation of pH (GO:0006885)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SLC9A7;PDK2;ATP6V1B1;SLC9A1
GO_Biological_Process_2021	regulation of toll-like receptor 9 signaling pathway (GO:0034163)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	PTPRS;RAB7B;GRAMD4;RTN4
GO_Biological_Process_2021	signal peptide processing (GO:0006465)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	HM13;FURIN;SEC11A;PARL
GO_Biological_Process_2021	sphingomyelin metabolic process (GO:0006684)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	SMPD3;SGMS1;SMPD1;SGMS2
GO_Biological_Process_2021	synaptic vesicle transport (GO:0048489)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	TOR1A;KIF5B;TMEM230;DNM2
GO_Biological_Process_2021	t-circle formation (GO:0090656)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	BLM;SLX4;ERCC1;NBN
GO_Biological_Process_2021	telomere maintenance via telomere trimming (GO:0090737)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	BLM;SLX4;ERCC1;NBN
GO_Biological_Process_2021	UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	4/11	2.006464e-01	6.278831e-01	0	0	2.062862e+00	3.313392e+00	NAGK;GFPT2;PGM3;GNPNAT1
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	14/51	2.010125e-01	6.286797e-01	0	0	1.366483e+00	2.192369e+00	NRP1;CARMIL1;FHOD1;TPM1;ARHGEF10L;RHOC;VIL1;CCDC88A;WNT11;ABL1;EVL;CD47;FERMT2;S100A10
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway (GO:0097191)	19/72	2.025301e-01	6.330750e-01	0	0	1.294830e+00	2.067672e+00	CASP8AP2;MOAP1;TGFB2;SMAD3;CRADD;SIVA1;DAB2IP;DELE1;TNFRSF10B;DEDD2;P2RX7;CASP8;ERBB3;BAG3;BAX;FADD;IL6R;BCL2L2;BCL2L1
GO_Biological_Process_2021	regulation of cation channel activity (GO:2001257)	23/89	2.034375e-01	6.352071e-01	0	0	1.258808e+00	2.004521e+00	ITGB1;CAMK2B;APP;AHNAK;DAPK1;HPCA;MMP9;GRIN1;CACNB3;JPH3;CACNB4;DLG2;DLG3;DLG4;KCNS2;CRH;PTK2B;CAPN1;CALM1;CACNG3;CALM2;CNIH3;CACNG5
GO_Biological_Process_2021	regulation of type I interferon production (GO:0032479)	23/89	2.034375e-01	6.352071e-01	0	0	1.258808e+00	2.004521e+00	CREBBP;CRCP;TRAF3IP1;DDX41;NFKB1;NFKB2;ITCH;RNF125;IRAK1;RNF216;POLR3B;STING1;TRAF3;DHX36;G3BP1;PCBP2;POLR3E;TRIM25;IRF8;CTNNB1;POLR3H;POLR2H;GAPDH
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	30/119	2.040884e-01	6.365197e-01	0	0	1.217785e+00	1.935306e+00	MTCH1;RPS27L;GRAMD4;BBC3;ROBO1;HSPD1;BCL2L13;PIDD1;CASP8;MYC;GPER1;ARL6IP5;FADD;SOX7;FIS1;CASP8AP2;SMAD3;CRADD;DAPK1;TNFSF15;CARD9;TNFRSF10B;CFLAR;SIRT1;ST18;DLC1;CYCS;BAX;PPARG;ANP32B
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	13/47	2.041965e-01	6.365197e-01	0	0	1.380783e+00	2.193612e+00	TGFB2;AKNA;ROCK1;NOG;RBPJ;HIF1A;BMP7;OLFM1;HEY1;DLG5;TASOR;CTNNB1;SOX9
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	13/47	2.041965e-01	6.365197e-01	0	0	1.380783e+00	2.193612e+00	METTL3;SPINK5;IL27;VTCN1;CYRIB;HSPD1;LGALS3;GPNMB;ABL1;TNFSF9;TNFSF8;CD47;PAG1
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	12/43	2.072555e-01	6.426081e-01	0	0	1.397859e+00	2.199955e+00	POLD3;RFC3;PCNA;UBB;USP10;RFC2;USP43;ZBTB1;TRIM25;RPA2;POLE;SIRT1
GO_Biological_Process_2021	glutathione metabolic process (GO:0006749)	12/43	2.072555e-01	6.426081e-01	0	0	1.397859e+00	2.199955e+00	GSTK1;GSTM2;GCLC;GPX1;GSTA5;GSTA3;GSTP1;GSR;DPEP1;PARK7;CHAC1;HAGH
GO_Biological_Process_2021	male gonad development (GO:0008584)	12/43	2.072555e-01	6.426081e-01	0	0	1.397859e+00	2.199955e+00	NR5A1;TFAP2C;TGFB2;WNT2B;FGF9;WT1;CSDE1;NCOA4;KIT;GATA4;GATA3;SOX9
GO_Biological_Process_2021	B cell activation (GO:0042113)	22/85	2.077081e-01	6.426081e-01	0	0	1.261364e+00	1.982387e+00	CD86;ITGB1;TPD52;HDAC4;CR2;FLT3;PIK3CD;PTPRJ;CTPS1;HDAC9;RASGRP1;HSPD1;LYL1;KLF6;CASP8;CLCF1;KIT;BLNK;RABL3;DNAJB9;ZBTB7A;CD22
GO_Biological_Process_2021	DNA recombination (GO:0006310)	11/39	2.101181e-01	6.426081e-01	0	0	1.418605e+00	2.213146e+00	RAD51B;BLM;RTEL1;RECQL5;RAD51C;FBH1;XRCC2;ERCC1;DMC1;RAD54B;RHNO1
GO_Biological_Process_2021	protein acylation (GO:0043543)	11/39	2.101181e-01	6.426081e-01	0	0	1.418605e+00	2.213146e+00	KAT2B;CREBBP;ZDHHC20;SPHK1;ZDHHC5;NAT10;ZDHHC6;ZDHHC7;GLUL;ZDHHC17;CLOCK
GO_Biological_Process_2021	protein monoubiquitination (GO:0006513)	11/39	2.101181e-01	6.426081e-01	0	0	1.418605e+00	2.213146e+00	UBE2B;UBE2R2;CUL3;UBE2T;CTR9;LEO1;HUWE1;TRIM25;KLHL12;RNF40;RAD18
GO_Biological_Process_2021	regulation of protein targeting to mitochondrion (GO:1903214)	11/39	2.101181e-01	6.426081e-01	0	0	1.418605e+00	2.213146e+00	NPEPPS;SREBF1;ABLIM3;MICALL2;HUWE1;RHOU;UBE2J2;SAE1;ATG13;PARL;SREBF2
GO_Biological_Process_2021	vesicle cytoskeletal trafficking (GO:0099518)	11/39	2.101181e-01	6.426081e-01	0	0	1.418605e+00	2.213146e+00	MYO1B;KIF5B;MYO5C;BICDL1;HTT;MYO5A;KIF1A;ACTN4;TRAK1;MYO1F;TRAK2
GO_Biological_Process_2021	cellular response to ATP (GO:0071318)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	P2RX7;P2RX4;P2RY2;P2RY1;HSP90B1
GO_Biological_Process_2021	cellular response to exogenous dsRNA (GO:0071360)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	COLEC12;RALB;STING1;CAV1;ZCCHC3
GO_Biological_Process_2021	cellular sodium ion homeostasis (GO:0006883)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	TMPRSS3;ATP1A3;ATP1A1;ATP1B1;SLC9A1
GO_Biological_Process_2021	contractile actin filament bundle assembly (GO:0030038)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	ITGB1;ITGB5;SRC;CUL3;ARRB1
GO_Biological_Process_2021	endoplasmic reticulum tubular network organization (GO:0071786)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	RAB10;ARL6IP1;REEP4;ATL2;RTN4
GO_Biological_Process_2021	glucosamine-containing compound metabolic process (GO:1901071)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	CHST6;NAGK;PGM3;LARGE1;CHST3
GO_Biological_Process_2021	histone mRNA catabolic process (GO:0071044)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	TUT7;EXOSC10;XRN1;TUT1;TENT4B
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	MBNL1;JAG1;SDC1;MAPK12;PLEKHM3
GO_Biological_Process_2021	myoblast fusion (GO:0007520)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	ADAMTS15;ERVW-1;PTGFRN;CACNA1H;MYMK
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	TXNDC12;TMBIM6;PARK7;HERPUD1;BCL2L1
GO_Biological_Process_2021	negative regulation of mRNA processing (GO:0050686)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	SFSWAP;RNPS1;SRSF4;SRSF10;SRSF9
GO_Biological_Process_2021	nitric oxide biosynthetic process (GO:0006809)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	CYB5B;NQO1;GCH1;MTARC1;AKT1
GO_Biological_Process_2021	peptidyl-arginine modification (GO:0018195)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	KRTCAP2;PRMT7;PARK7;PADI4;PADI1
GO_Biological_Process_2021	phosphatidylethanolamine biosynthetic process (GO:0006646)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	PHOSPHO1;ETNK2;ETNK1;LPIN2;LPIN3
GO_Biological_Process_2021	positive regulation of chromatin organization (GO:1905269)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	H3-4;UBE2N;POT1;TERF2IP;TERF2
GO_Biological_Process_2021	positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	SPRED2;SPRED1;EEF1E1;HIC1;ATR
GO_Biological_Process_2021	positive regulation of keratinocyte differentiation (GO:0045618)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	PRKCH;NUMA1;VDR;NCOA3;NME2
GO_Biological_Process_2021	positive regulation of protein export from nucleus (GO:0046827)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	XPO4;BAG3;TPR;ANP32B;GAS6
GO_Biological_Process_2021	regulation of cytoplasmic translation (GO:2000765)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	ZCCHC13;CPEB1;PKM;UNK;DHX36
GO_Biological_Process_2021	regulation of integrin activation (GO:0033623)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	FARP2;SRC;CXCL13;FERMT2;SKAP1
GO_Biological_Process_2021	regulation of neuron projection arborization (GO:0150011)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	MACF1;DLG4;DVL2;MAP3K13;MFSD2A
GO_Biological_Process_2021	stress fiber assembly (GO:0043149)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	ITGB1;ITGB5;SRC;CUL3;ARRB1
GO_Biological_Process_2021	tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)	5/15	2.106759e-01	6.426081e-01	0	0	1.805075e+00	2.811286e+00	CPSF4;TSEN15;DDX1;FAM98B;RTRAF
GO_Biological_Process_2021	protein secretion (GO:0009306)	17/64	2.106772e-01	6.426081e-01	0	0	1.306328e+00	2.034512e+00	RAB3C;STEAP3;RAB3A;RAB3D;SEL1L;MIA3;PARK7;TVP23B;PDIA4;RAB10;GOLPH3;GAL;RAB15;FAM3B;PREB;COPG1;CAMK2G
GO_Biological_Process_2021	tRNA processing (GO:0008033)	17/64	2.106772e-01	6.426081e-01	0	0	1.306328e+00	2.034512e+00	CPSF4;TRMT10A;AARS1;AARS2;TSEN15;KARS1;DDX1;NSUN6;TRIT1;FARS2;ADAT2;CTU1;SARS1;RPP21;FAM98B;TRDMT1;RTRAF
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	25/98	2.109760e-01	6.426081e-01	0	0	1.237083e+00	1.924915e+00	SAR1B;DCTN4;CLTC;CTSV;KIF11;KLC1;KLC2;AP1G1;CTSL;HLA-DOA;KIFAP3;AP2M1;SEC31A;SPTBN2;DYNC1H1;LAG3;SEC13;AP1B1;KIF22;DYNLL1;DNM2;KIF18A;KIF26A;ACTR10;LGMN
GO_Biological_Process_2021	oxoacid metabolic process (GO:0043436)	10/35	2.126804e-01	6.426081e-01	0	0	1.444342e+00	2.235790e+00	SULT2B1;GRHPR;TPST1;DAO;PPA2;MTARC1;PPA1;BPNT2;AGXT;SULT6B1
GO_Biological_Process_2021	positive regulation of lipid biosynthetic process (GO:0046889)	10/35	2.126804e-01	6.426081e-01	0	0	1.444342e+00	2.235790e+00	SCARB1;SREBF1;FABP3;MID1IP1;CNEP1R1;AKT1;CHP1;CREBL2;APOE;MFSD2A
GO_Biological_Process_2021	regulation of autophagosome assembly (GO:2000785)	10/35	2.126804e-01	6.426081e-01	0	0	1.444342e+00	2.235790e+00	LRSAM1;RALB;NPRL3;PIP4K2A;TBC1D14;SMCR8;TMEM39A;TBC1D12;SEC22B;ELAPOR1
GO_Biological_Process_2021	regulation of JUN kinase activity (GO:0043506)	10/35	2.126804e-01	6.426081e-01	0	0	1.444342e+00	2.235790e+00	EDN1;DUSP10;TAOK3;GSTP1;DUSP19;DVL2;DAB2IP;FZD10;MAP3K7;HIPK3
